date,region,price
1994-02-28,New England,1.036
1994-02-28,Rocky Mountain,1.062
1994-02-28,U.S. Average,1.004
1994-02-28,West Coast,1.112
1994-03-07,Central Atlantic,1.036
1994-03-07,East Coast,0.994
1994-03-07,Gulf Coast,0.978
1994-03-07,Lower Atlantic,0.968
1994-03-07,Midwest,0.988
1994-03-07,New England,1.041
1994-03-07,Rocky Mountain,1.042
1994-03-07,U.S. Average,1.007
1994-03-07,West Coast,1.108
1994-03-14,Central Atlantic,1.034
1994-03-14,East Coast,0.993
1994-03-14,Gulf Coast,0.976
1994-03-14,Lower Atlantic,0.968
1994-03-14,Midwest,0.981
1994-03-14,New England,1.038
1994-03-14,Rocky Mountain,1.089
1994-03-14,U.S. Average,1.005
1994-03-14,West Coast,1.109
1994-03-21,Central Atlantic,1.031
1994-03-21,East Coast,0.992
1994-03-21,Gulf Coast,0.981
1994-03-21,Lower Atlantic,0.969
1994-03-21,Midwest,0.984
1994-03-21,New England,1.034
1994-03-21,Rocky Mountain,1.064
1994-03-21,U.S. Average,1.007
1994-03-21,West Coast,1.115
1994-03-28,Central Atlantic,1.029
1994-03-28,East Coast,0.996
1994-03-28,Gulf Coast,0.995
1994-03-28,Lower Atlantic,0.975
1994-03-28,Midwest,0.992
1994-03-28,New England,1.033
1994-03-28,Rocky Mountain,1.036
1994-03-28,U.S. Average,1.012
1994-03-28,West Coast,1.114
1994-04-04,Central Atlantic,1.027
1994-04-04,East Coast,0.996
1994-04-04,Gulf Coast,0.999
1994-04-04,Lower Atlantic,0.976
1994-04-04,Midwest,0.989
1994-04-04,New England,1.032
1994-04-04,Rocky Mountain,1.027
1994-04-04,U.S. Average,1.011
1994-04-04,West Coast,1.115
1994-04-11,Central Atlantic,1.028
1994-04-11,East Coast,1.004
1994-04-11,Gulf Coast,1.01
1994-04-11,Lower Atlantic,0.988
1994-04-11,Midwest,1.019
1994-04-11,New England,1.033
1994-04-11,Rocky Mountain,1.081
1994-04-11,U.S. Average,1.028
1994-04-11,West Coast,1.117
1994-04-18,Central Atlantic,1.035
1994-04-18,East Coast,1.008
1994-04-18,Gulf Coast,1.015
1994-04-18,Lower Atlantic,0.992
1994-04-18,Midwest,1.025
1994-04-18,New England,1.036
1994-04-18,Rocky Mountain,1.059
1994-04-18,U.S. Average,1.033
1994-04-18,West Coast,1.128
1994-04-25,Central Atlantic,1.04
1994-04-25,East Coast,1.013
1994-04-25,Gulf Coast,1.021
1994-04-25,Lower Atlantic,0.996
1994-04-25,Midwest,1.029
1994-04-25,New England,1.039
1994-04-25,Rocky Mountain,1.039
1994-04-25,U.S. Average,1.037
1994-04-25,West Coast,1.133
1994-05-02,Central Atlantic,1.049
1994-05-02,East Coast,1.017
1994-05-02,Gulf Coast,1.024
1994-05-02,Lower Atlantic,0.998
1994-05-02,Midwest,1.029
1994-05-02,New England,1.043
1994-05-02,Rocky Mountain,1.039
1994-05-02,U.S. Average,1.04
1994-05-02,West Coast,1.14
1994-05-09,Central Atlantic,1.051
1994-05-09,East Coast,1.018
1994-05-09,Gulf Coast,1.024
1994-05-09,Lower Atlantic,0.999
1994-05-09,Midwest,1.036
1994-05-09,New England,1.046
1994-05-09,Rocky Mountain,1.104
1994-05-09,U.S. Average,1.045
1994-05-09,West Coast,1.142
1994-05-16,Central Atlantic,1.055
1994-05-16,East Coast,1.021
1994-05-16,Gulf Coast,1.025
1994-05-16,Lower Atlantic,1.0
1994-05-16,Midwest,1.034
1994-05-16,New England,1.057
1994-05-16,Rocky Mountain,1.091
1994-05-16,U.S. Average,1.046
1994-05-16,West Coast,1.146
1994-05-23,Central Atlantic,1.058
1994-05-23,East Coast,1.023
1994-05-23,Gulf Coast,1.023
1994-05-23,Lower Atlantic,1.001
1994-05-23,Midwest,1.045
1994-05-23,New England,1.061
1994-05-23,Rocky Mountain,1.069
1994-05-23,U.S. Average,1.05
1994-05-23,West Coast,1.15
1994-05-30,Central Atlantic,1.069
1994-05-30,East Coast,1.028
1994-05-30,Gulf Coast,1.028
1994-05-30,Lower Atlantic,1.003
1994-05-30,Midwest,1.053
1994-05-30,New England,1.066
1994-05-30,Rocky Mountain,1.076
1994-05-30,U.S. Average,1.056
1994-05-30,West Coast,1.152
1994-06-06,Central Atlantic,1.077
1994-06-06,East Coast,1.036
1994-06-06,Gulf Coast,1.037
1994-06-06,Lower Atlantic,1.012
1994-06-06,Midwest,1.059
1994-06-06,New England,1.071
1994-06-06,Rocky Mountain,1.135
1994-06-06,U.S. Average,1.065
1994-06-06,West Coast,1.163
1994-06-13,Central Atlantic,1.084
1994-06-13,East Coast,1.044
1994-06-13,Gulf Coast,1.049
1994-06-13,Lower Atlantic,1.021
1994-06-13,Midwest,1.067
1994-06-13,New England,1.078
1994-06-13,Rocky Mountain,1.126
1994-06-13,U.S. Average,1.073
1994-06-13,West Coast,1.166
1994-06-20,Central Atlantic,1.089
1994-06-20,East Coast,1.05
1994-06-20,Gulf Coast,1.051
1994-06-20,Lower Atlantic,1.028
1994-06-20,Midwest,1.075
1994-06-20,New England,1.087
1994-06-20,Rocky Mountain,1.128
1994-06-20,U.S. Average,1.079
1994-06-20,West Coast,1.17
1994-06-27,Central Atlantic,1.1
1994-06-27,East Coast,1.062
1994-06-27,Gulf Coast,1.067
1994-06-27,Lower Atlantic,1.04
1994-06-27,Midwest,1.097
1994-06-27,New England,1.096
1994-06-27,Rocky Mountain,1.156
1994-06-27,U.S. Average,1.095
1994-06-27,West Coast,1.179
1994-07-04,Central Atlantic,1.106
1994-07-04,East Coast,1.068
1994-07-04,Gulf Coast,1.072
1994-07-04,Lower Atlantic,1.044
1994-07-04,Midwest,1.095
1994-07-04,New England,1.105
1994-07-04,Rocky Mountain,1.142
1994-07-04,U.S. Average,1.097
1994-07-04,West Coast,1.184
1994-07-11,Central Atlantic,1.109
1994-07-11,East Coast,1.07
1994-07-11,Gulf Coast,1.072
1994-07-11,Lower Atlantic,1.046
1994-07-11,Midwest,1.099
1994-07-11,New England,1.105
1994-07-11,Rocky Mountain,1.194
1994-07-11,U.S. Average,1.103
1994-07-11,West Coast,1.195
1994-07-18,Central Atlantic,1.118
1994-07-18,East Coast,1.074
1994-07-18,Gulf Coast,1.079
1994-07-18,Lower Atlantic,1.049
1994-07-18,Midwest,1.109
1994-07-18,New England,1.108
1994-07-18,Rocky Mountain,1.179
1994-07-18,U.S. Average,1.109
1994-07-18,West Coast,1.199
1994-07-25,Central Atlantic,1.123
1994-07-25,East Coast,1.079
1994-07-25,Gulf Coast,1.081
1994-07-25,Lower Atlantic,1.054
1994-07-25,Midwest,1.119
1994-07-25,New England,1.112
1994-07-25,Rocky Mountain,1.163
1994-07-25,U.S. Average,1.114
1994-07-25,West Coast,1.205
1994-08-01,Central Atlantic,1.134
1994-08-01,East Coast,1.089
1994-08-01,Gulf Coast,1.096
1994-08-01,Lower Atlantic,1.063
1994-08-01,Midwest,1.14
1994-08-01,New England,1.122
1994-08-01,Rocky Mountain,1.215
1994-08-01,U.S. Average,1.13
1994-08-01,West Coast,1.215
1994-08-08,Central Atlantic,1.154
1994-08-08,East Coast,1.113
1994-08-08,Gulf Coast,1.126
1994-08-08,Lower Atlantic,1.089
1994-08-08,Midwest,1.175
1994-08-08,New England,1.148
1994-08-08,Rocky Mountain,1.235
1994-08-08,U.S. Average,1.157
1994-08-08,West Coast,1.223
1994-08-15,Central Atlantic,1.165
1994-08-15,East Coast,1.124
1994-08-15,Gulf Coast,1.132
1994-08-15,Lower Atlantic,1.1
1994-08-15,Midwest,1.172
1994-08-15,New England,1.162
1994-08-15,Rocky Mountain,1.234
1994-08-15,U.S. Average,1.161
1994-08-15,West Coast,1.225
1994-08-22,Central Atlantic,1.167
1994-08-22,East Coast,1.127
1994-08-22,Gulf Coast,1.134
1994-08-22,Lower Atlantic,1.103
1994-08-22,Midwest,1.179
1994-08-22,New England,1.166
1994-08-22,Rocky Mountain,1.23
1994-08-22,U.S. Average,1.165
1994-08-22,West Coast,1.227
1994-08-29,Central Atlantic,1.168
1994-08-29,East Coast,1.126
1994-08-29,Gulf Coast,1.134
1994-08-29,Lower Atlantic,1.1
1994-08-29,Midwest,1.164
1994-08-29,New England,1.167
1994-08-29,Rocky Mountain,1.293
1994-08-29,U.S. Average,1.161
1994-08-29,West Coast,1.227
1994-09-05,Central Atlantic,1.163
1994-09-05,East Coast,1.122
1994-09-05,Gulf Coast,1.131
1994-09-05,Lower Atlantic,1.098
1994-09-05,Midwest,1.158
1994-09-05,New England,1.164
1994-09-05,Rocky Mountain,1.282
1994-09-05,U.S. Average,1.156
1994-09-05,West Coast,1.227
1994-09-12,Central Atlantic,1.163
1994-09-12,East Coast,1.121
1994-09-12,Gulf Coast,1.129
1994-09-12,Lower Atlantic,1.096
1994-09-12,Midwest,1.145
1994-09-12,New England,1.16
1994-09-12,Rocky Mountain,1.266
1994-09-12,U.S. Average,1.15
1994-09-12,West Coast,1.226
1994-09-19,Central Atlantic,1.157
1994-09-19,East Coast,1.116
1994-09-19,Gulf Coast,1.123
1994-09-19,Lower Atlantic,1.091
1994-09-19,Midwest,1.128
1994-09-19,New England,1.152
1994-09-19,Rocky Mountain,1.249
1994-09-19,U.S. Average,1.14
1994-09-19,West Coast,1.225
1994-09-26,Central Atlantic,1.155
1994-09-26,East Coast,1.111
1994-09-26,Gulf Coast,1.114
1994-09-26,Lower Atlantic,1.085
1994-09-26,Midwest,1.11
1994-09-26,New England,1.146
1994-09-26,Rocky Mountain,1.23
1994-09-26,U.S. Average,1.129
1994-09-26,West Coast,1.222
1994-10-03,Central Atlantic,1.153
1994-10-03,East Coast,1.105
1994-10-03,Gulf Coast,1.109
1994-10-03,Lower Atlantic,1.078
1994-10-03,Midwest,1.092
1994-10-03,New England,1.136
1994-10-03,Rocky Mountain,1.205
1994-10-03,U.S. Average,1.12
1994-10-03,West Coast,1.231
1994-10-10,Central Atlantic,1.147
1994-10-10,East Coast,1.1
1994-10-10,Gulf Coast,1.103
1994-10-10,Lower Atlantic,1.072
1994-10-10,Midwest,1.087
1994-10-10,New England,1.137
1994-10-10,Rocky Mountain,1.178
1994-10-10,U.S. Average,1.114
1994-10-10,West Coast,1.231
1994-10-17,Central Atlantic,1.146
1994-10-17,East Coast,1.098
1994-10-17,Gulf Coast,1.096
1994-10-17,Lower Atlantic,1.069
1994-10-17,Midwest,1.073
1994-10-17,New England,1.138
1994-10-17,Rocky Mountain,1.16
1994-10-17,U.S. Average,1.106
1994-10-17,West Coast,1.229
1994-10-24,Central Atlantic,1.148
1994-10-24,East Coast,1.098
1994-10-24,Gulf Coast,1.093
1994-10-24,Lower Atlantic,1.069
1994-10-24,Midwest,1.072
1994-10-24,New England,1.135
1994-10-24,Rocky Mountain,1.213
1994-10-24,U.S. Average,1.107
1994-10-24,West Coast,1.227
1994-10-31,Central Atlantic,1.163
1994-10-31,East Coast,1.112
1994-10-31,Gulf Coast,1.105
1994-10-31,Lower Atlantic,1.083
1994-10-31,Midwest,1.094
1994-10-31,New England,1.148
1994-10-31,Rocky Mountain,1.189
1994-10-31,U.S. Average,1.121
1994-10-31,West Coast,1.228
1994-11-07,Central Atlantic,1.174
1994-11-07,East Coast,1.122
1994-11-07,Gulf Coast,1.111
1994-11-07,Lower Atlantic,1.091
1994-11-07,Midwest,1.092
1994-11-07,New England,1.159
1994-11-07,Rocky Mountain,1.174
1994-11-07,U.S. Average,1.123
1994-11-07,West Coast,1.228
1994-11-14,Central Atlantic,1.177
1994-11-14,East Coast,1.121
1994-11-14,Gulf Coast,1.105
1994-11-14,Lower Atlantic,1.088
1994-11-14,Midwest,1.087
1994-11-14,New England,1.161
1994-11-14,Rocky Mountain,1.209
1994-11-14,U.S. Average,1.122
1994-11-14,West Coast,1.233
1994-11-21,Central Atlantic,1.175
1994-11-21,East Coast,1.116
1994-11-21,Gulf Coast,1.1
1994-11-21,Lower Atlantic,1.083
1994-11-21,Midwest,1.072
1994-11-21,New England,1.161
1994-11-21,Rocky Mountain,1.186
1994-11-21,U.S. Average,1.113
1994-11-21,West Coast,1.229
1994-11-28,Central Atlantic,1.174
1994-11-28,East Coast,1.102
1994-11-28,Gulf Coast,1.098
1994-11-28,Lower Atlantic,1.075
1994-11-28,Midwest,1.052
1994-11-28,New England,1.155
1994-11-28,Rocky Mountain,1.157
1994-11-28,U.S. Average,1.082
1994-12-05,Central Atlantic,1.183
1994-12-05,East Coast,1.1
1994-12-05,Gulf Coast,1.099
1994-12-05,Lower Atlantic,1.069
1994-12-05,Midwest,1.035
1994-12-05,New England,1.14
1994-12-05,Rocky Mountain,1.169
1994-12-05,U.S. Average,1.075
1994-12-12,Central Atlantic,1.178
1994-12-12,East Coast,1.092
1994-12-12,Gulf Coast,1.1
1994-12-12,Lower Atlantic,1.06
1994-12-12,Midwest,1.018
1994-12-12,New England,1.134
1994-12-12,Rocky Mountain,1.168
1994-12-12,U.S. Average,1.064
1994-12-19,Central Atlantic,1.172
1994-12-19,East Coast,1.084
1994-12-19,Gulf Coast,1.103
1994-12-19,Lower Atlantic,1.051
1994-12-19,Midwest,1.007
1994-12-19,New England,1.123
1994-12-19,Rocky Mountain,1.144
1994-12-19,U.S. Average,1.056
1994-12-26,Central Atlantic,1.166
1994-12-26,East Coast,1.077
1994-12-26,Gulf Coast,1.09
1994-12-26,Lower Atlantic,1.044
1994-12-26,Midwest,0.995
1994-12-26,New England,1.12
1994-12-26,Rocky Mountain,1.121
1994-12-26,U.S. Average,1.044
1995-01-02,Central Atlantic,1.161
1995-01-02,East Coast,1.063
1995-01-02,Gulf Coast,1.088
1995-01-02,Lower Atlantic,1.035
1995-01-02,Midwest,0.997
1995-01-02,New England,1.116
1995-01-02,Rocky Mountain,1.142
1995-01-02,U.S. Average,1.063
1995-01-02,West Coast,1.234
1995-01-09,Central Atlantic,1.158
1995-01-09,East Coast,1.062
1995-01-09,Gulf Coast,1.09
1995-01-09,Lower Atlantic,1.034
1995-01-09,Midwest,1.018
1995-01-09,New England,1.111
1995-01-09,Rocky Mountain,1.131
1995-01-09,U.S. Average,1.07
1995-01-09,West Coast,1.235
1995-01-16,Central Atlantic,1.148
1995-01-16,East Coast,1.057
1995-01-16,Gulf Coast,1.09
1995-01-16,Lower Atlantic,1.031
1995-01-16,Midwest,1.003
1995-01-16,New England,1.109
1995-01-16,Rocky Mountain,1.12
1995-01-16,U.S. Average,1.062
1995-01-16,West Coast,1.229
1995-01-23,Central Atlantic,1.142
1995-01-23,East Coast,1.056
1995-01-23,Gulf Coast,1.081
1995-01-23,Lower Atlantic,1.031
1995-01-23,Midwest,1.025
1995-01-23,New England,1.107
1995-01-23,Rocky Mountain,1.129
1995-01-23,U.S. Average,1.068
1995-01-23,West Coast,1.225
1995-01-30,Central Atlantic,1.136
1995-01-30,East Coast,1.055
1995-01-30,Gulf Coast,1.085
1995-01-30,Lower Atlantic,1.032
1995-01-30,Midwest,1.026
1995-01-30,New England,1.108
1995-01-30,Rocky Mountain,1.114
1995-01-30,U.S. Average,1.068
1995-01-30,West Coast,1.222
1995-02-06,Central Atlantic,1.132
1995-02-06,East Coast,1.053
1995-02-06,Gulf Coast,1.082
1995-02-06,Lower Atlantic,1.03
1995-02-06,Midwest,1.017
1995-02-06,New England,1.108
1995-02-06,Rocky Mountain,1.103
1995-02-06,U.S. Average,1.062
1995-02-06,West Coast,1.216
1995-02-13,Central Atlantic,1.127
1995-02-13,East Coast,1.048
1995-02-13,Gulf Coast,1.075
1995-02-13,Lower Atlantic,1.025
1995-02-13,Midwest,1.012
1995-02-13,New England,1.103
1995-02-13,Rocky Mountain,1.111
1995-02-13,U.S. Average,1.058
1995-02-13,West Coast,1.212
1995-02-20,Central Atlantic,1.121
1995-02-20,East Coast,1.044
1995-02-20,Gulf Coast,1.068
1995-02-20,Lower Atlantic,1.022
1995-02-20,Midwest,1.004
1995-02-20,New England,1.1
1995-02-20,Rocky Mountain,1.101
1995-02-20,U.S. Average,1.052
1995-02-20,West Coast,1.209
1995-02-27,Central Atlantic,1.117
1995-02-27,East Coast,1.045
1995-02-27,Gulf Coast,1.075
1995-02-27,Lower Atlantic,1.024
1995-02-27,Midwest,1.024
1995-02-27,New England,1.1
1995-02-27,Rocky Mountain,1.091
1995-02-27,U.S. Average,1.06
1995-02-27,West Coast,1.209
1995-03-06,Central Atlantic,1.116
1995-03-06,East Coast,1.047
1995-03-06,Gulf Coast,1.074
1995-03-06,Lower Atlantic,1.027
1995-03-06,Midwest,1.027
1995-03-06,New England,1.098
1995-03-06,Rocky Mountain,1.115
1995-03-06,U.S. Average,1.063
1995-03-06,West Coast,1.207
1995-03-13,Central Atlantic,1.112
1995-03-13,East Coast,1.043
1995-03-13,Gulf Coast,1.07
1995-03-13,Lower Atlantic,1.023
1995-03-13,Midwest,1.017
1995-03-13,New England,1.098
1995-03-13,Rocky Mountain,1.101
1995-03-13,U.S. Average,1.056
1995-03-13,West Coast,1.207
1995-03-20,Central Atlantic,1.105
1995-03-20,East Coast,1.039
1995-03-20,Gulf Coast,1.059
1995-03-20,Lower Atlantic,1.019
1995-03-20,Midwest,1.023
1995-03-20,New England,1.098
1995-03-20,Rocky Mountain,1.09
1995-03-20,U.S. Average,1.055
1995-03-20,West Coast,1.207
1995-03-27,Central Atlantic,1.104
1995-03-27,East Coast,1.038
1995-03-27,Gulf Coast,1.063
1995-03-27,Lower Atlantic,1.019
1995-03-27,Midwest,1.04
1995-03-27,New England,1.088
1995-03-27,Rocky Mountain,1.118
1995-03-27,U.S. Average,1.063
1995-03-27,West Coast,1.2
1995-04-03,Central Atlantic,1.107
1995-04-03,East Coast,1.044
1995-04-03,Gulf Coast,1.077
1995-04-03,Lower Atlantic,1.026
1995-04-03,Midwest,1.065
1995-04-03,New England,1.093
1995-04-03,Rocky Mountain,1.112
1995-04-03,U.S. Average,1.077
1995-04-03,West Coast,1.206
1995-04-10,Central Atlantic,1.113
1995-04-10,East Coast,1.059
1995-04-10,Gulf Coast,1.098
1995-04-10,Lower Atlantic,1.043
1995-04-10,Midwest,1.083
1995-04-10,New England,1.101
1995-04-10,Rocky Mountain,1.139
1995-04-10,U.S. Average,1.094
1995-04-10,West Coast,1.217
1995-04-17,Central Atlantic,1.128
1995-04-17,East Coast,1.081
1995-04-17,Gulf Coast,1.117
1995-04-17,Lower Atlantic,1.067
1995-04-17,Midwest,1.096
1995-04-17,New England,1.108
1995-04-17,Rocky Mountain,1.137
1995-04-17,U.S. Average,1.11
1995-04-17,West Coast,1.225
1995-04-24,Central Atlantic,1.152
1995-04-24,East Coast,1.111
1995-04-24,Gulf Coast,1.143
1995-04-24,Lower Atlantic,1.099
1995-04-24,Midwest,1.12
1995-04-24,New England,1.13
1995-04-24,Rocky Mountain,1.131
1995-04-24,U.S. Average,1.133
1995-04-24,West Coast,1.237
1995-05-01,Central Atlantic,1.171
1995-05-01,East Coast,1.124
1995-05-01,Gulf Coast,1.161
1995-05-01,Lower Atlantic,1.11
1995-05-01,Midwest,1.117
1995-05-01,New England,1.149
1995-05-01,Rocky Mountain,1.157
1995-05-01,U.S. Average,1.141
1995-05-01,West Coast,1.248
1995-05-08,Central Atlantic,1.197
1995-05-08,East Coast,1.15
1995-05-08,Gulf Coast,1.176
1995-05-08,Lower Atlantic,1.137
1995-05-08,Midwest,1.147
1995-05-08,New England,1.161
1995-05-08,Rocky Mountain,1.149
1995-05-08,U.S. Average,1.164
1995-05-08,West Coast,1.258
1995-05-15,Central Atlantic,1.212
1995-05-15,East Coast,1.159
1995-05-15,Gulf Coast,1.186
1995-05-15,Lower Atlantic,1.145
1995-05-15,Midwest,1.154
1995-05-15,New England,1.17
1995-05-15,Rocky Mountain,1.173
1995-05-15,U.S. Average,1.173
1995-05-15,West Coast,1.265
1995-05-22,Central Atlantic,1.229
1995-05-22,East Coast,1.177
1995-05-22,Gulf Coast,1.2
1995-05-22,Lower Atlantic,1.163
1995-05-22,Midwest,1.18
1995-05-22,New England,1.192
1995-05-22,Rocky Mountain,1.174
1995-05-22,U.S. Average,1.191
1995-05-22,West Coast,1.272
1995-05-29,Central Atlantic,1.241
1995-05-29,East Coast,1.184
1995-05-29,Gulf Coast,1.208
1995-05-29,Lower Atlantic,1.168
1995-05-29,Midwest,1.173
1995-05-29,New England,1.216
1995-05-29,Rocky Mountain,1.187
1995-05-29,U.S. Average,1.193
1995-05-29,West Coast,1.277
1995-06-05,Central Atlantic,1.244
1995-06-05,East Coast,1.187
1995-06-05,Gulf Coast,1.208
1995-06-05,Lower Atlantic,1.171
1995-06-05,Midwest,1.172
1995-06-05,New England,1.22
1995-06-05,Rocky Mountain,1.183
1995-06-05,U.S. Average,1.194
1995-06-05,West Coast,1.279
1995-06-12,Central Atlantic,1.244
1995-06-12,East Coast,1.185
1995-06-12,Gulf Coast,1.203
1995-06-12,Lower Atlantic,1.168
1995-06-12,Midwest,1.166
1995-06-12,New England,1.223
1995-06-12,Rocky Mountain,1.187
1995-06-12,U.S. Average,1.19
1995-06-12,West Coast,1.277
1995-06-19,Central Atlantic,1.244
1995-06-19,East Coast,1.183
1995-06-19,Gulf Coast,1.2
1995-06-19,Lower Atlantic,1.165
1995-06-19,Midwest,1.152
1995-06-19,New England,1.223
1995-06-19,Rocky Mountain,1.181
1995-06-19,U.S. Average,1.183
1995-06-19,West Coast,1.278
1995-06-26,Central Atlantic,1.245
1995-06-26,East Coast,1.178
1995-06-26,Gulf Coast,1.196
1995-06-26,Lower Atlantic,1.159
1995-06-26,Midwest,1.141
1995-06-26,New England,1.217
1995-06-26,Rocky Mountain,1.181
1995-06-26,U.S. Average,1.177
1995-06-26,West Coast,1.278
1995-07-03,Central Atlantic,1.239
1995-07-03,East Coast,1.169
1995-07-03,Gulf Coast,1.188
1995-07-03,Lower Atlantic,1.149
1995-07-03,Midwest,1.13
1995-07-03,New England,1.217
1995-07-03,Rocky Mountain,1.184
1995-07-03,U.S. Average,1.169
1995-07-03,West Coast,1.279
1995-07-10,Central Atlantic,1.235
1995-07-10,East Coast,1.164
1995-07-10,Gulf Coast,1.179
1995-07-10,Lower Atlantic,1.144
1995-07-10,Midwest,1.114
1995-07-10,New England,1.212
1995-07-10,Rocky Mountain,1.172
1995-07-10,U.S. Average,1.159
1995-07-10,West Coast,1.283
1995-07-17,Central Atlantic,1.227
1995-07-17,East Coast,1.157
1995-07-17,Gulf Coast,1.165
1995-07-17,Lower Atlantic,1.136
1995-07-17,Midwest,1.097
1995-07-17,New England,1.208
1995-07-17,Rocky Mountain,1.167
1995-07-17,U.S. Average,1.148
1995-07-17,West Coast,1.281
1995-07-24,Central Atlantic,1.221
1995-07-24,East Coast,1.147
1995-07-24,Gulf Coast,1.152
1995-07-24,Lower Atlantic,1.125
1995-07-24,Midwest,1.085
1995-07-24,New England,1.205
1995-07-24,Rocky Mountain,1.174
1995-07-24,U.S. Average,1.138
1995-07-24,West Coast,1.279
1995-07-31,Central Atlantic,1.214
1995-07-31,East Coast,1.133
1995-07-31,Gulf Coast,1.142
1995-07-31,Lower Atlantic,1.109
1995-07-31,Midwest,1.07
1995-07-31,New England,1.199
1995-07-31,Rocky Mountain,1.163
1995-07-31,U.S. Average,1.126
1995-07-31,West Coast,1.277
1995-08-07,Central Atlantic,1.208
1995-08-07,East Coast,1.13
1995-08-07,Gulf Coast,1.13
1995-08-07,Lower Atlantic,1.107
1995-08-07,Midwest,1.074
1995-08-07,New England,1.197
1995-08-07,Rocky Mountain,1.152
1995-08-07,U.S. Average,1.124
1995-08-07,West Coast,1.277
1995-08-14,Central Atlantic,1.202
1995-08-14,East Coast,1.123
1995-08-14,Gulf Coast,1.127
1995-08-14,Lower Atlantic,1.099
1995-08-14,Midwest,1.074
1995-08-14,New England,1.192
1995-08-14,Rocky Mountain,1.164
1995-08-14,U.S. Average,1.121
1995-08-14,West Coast,1.275
1995-08-21,Central Atlantic,1.197
1995-08-21,East Coast,1.12
1995-08-21,Gulf Coast,1.121
1995-08-21,Lower Atlantic,1.097
1995-08-21,Midwest,1.08
1995-08-21,New England,1.192
1995-08-21,Rocky Mountain,1.165
1995-08-21,U.S. Average,1.122
1995-08-21,West Coast,1.279
1995-08-28,Central Atlantic,1.192
1995-08-28,East Coast,1.113
1995-08-28,Gulf Coast,1.116
1995-08-28,Lower Atlantic,1.089
1995-08-28,Midwest,1.068
1995-08-28,New England,1.19
1995-08-28,Rocky Mountain,1.156
1995-08-28,U.S. Average,1.113
1995-08-28,West Coast,1.272
1995-09-04,Central Atlantic,1.187
1995-09-04,East Coast,1.105
1995-09-04,Gulf Coast,1.107
1995-09-04,Lower Atlantic,1.08
1995-09-04,Midwest,1.07
1995-09-04,New England,1.188
1995-09-04,Rocky Mountain,1.154
1995-09-04,U.S. Average,1.111
1995-09-04,West Coast,1.275
1995-09-11,Central Atlantic,1.184
1995-09-11,East Coast,1.101
1995-09-11,Gulf Coast,1.099
1995-09-11,Lower Atlantic,1.076
1995-09-11,Midwest,1.066
1995-09-11,New England,1.191
1995-09-11,Rocky Mountain,1.169
1995-09-11,U.S. Average,1.107
1995-09-11,West Coast,1.273
1995-09-18,Central Atlantic,1.18
1995-09-18,East Coast,1.096
1995-09-18,Gulf Coast,1.097
1995-09-18,Lower Atlantic,1.07
1995-09-18,Midwest,1.068
1995-09-18,New England,1.187
1995-09-18,Rocky Mountain,1.178
1995-09-18,U.S. Average,1.106
1995-09-18,West Coast,1.272
1995-09-25,Central Atlantic,1.182
1995-09-25,East Coast,1.094
1995-09-25,Gulf Coast,1.095
1995-09-25,Lower Atlantic,1.068
1995-09-25,Midwest,1.07
1995-09-25,New England,1.181
1995-09-25,Rocky Mountain,1.172
1995-09-25,U.S. Average,1.106
1995-09-25,West Coast,1.269
1995-10-02,Central Atlantic,1.175
1995-10-02,East Coast,1.088
1995-10-02,Gulf Coast,1.084
1995-10-02,Lower Atlantic,1.062
1995-10-02,Midwest,1.064
